,POR DEFINIR,POR DEFINIR,POR DEFINIR,POR DEFINIR,PE
,SANDOZ,SANDOZ,SANDOZ,,PE
,SANOFI,SANOFI CHC,SANOFI CHC,,PE
,SANOFI,SANOFI PHARMA,SANOFI PHARMA,SANOFI,PE
,SAVAL,SAVAL,SAVAL,SAVAL,PE
,SCIENTIA PHARMA,SCIENTIA PHARMA,SCIENTIA PHARMA,,PE
,SCOP DEL PERU,SCOP DEL PERU,SCOP DEL PERU,,PE
,SENOSIAIN,SENOSIAIN,SENOSIAIN,SENOSIAIN,PE
,SERVIER,SERVIER,SERVIER,SERVIER,PE
,SESDERMA,SESDERMA,SESDERMA,SESDERMA,PE
,DECO CORP,SHERFARMA S.A,SHERFARMA S.A,SHERFARMA S.A.,PE
,SIEGFRIED,SIEGFRIED,SIEGFRIED,SIEGFRIED,PE
,SMART PHARMA,SMART PHARMA,SMART PHARMA,SMART PHARMA,PE
,SOLTON,SOLTON,SOLTON,,PE
,SUN NATURAL,SUN NATURAL,SUN NATURAL,,PE
,SUN PHARMA,SUN PHARMA,SUN PHARMA,SUN PHARMA,PE
,SUNVIT,SUNVIT,SUNVIT,,PE
,TAKEDA CORP,TAKEDA,TAKEDA,TAKEDA,PE
,TECHSPHERE,TECHSPHERE,TECHSPHERE,,PE
,TECNOFARMA,TECNOFARMA,TECNOFARMA,TECNOFARMA,PE
,TERBOL,TERBOL,TERBOL,TERBOL,PE
,TEVA CORP,TEVA,TEVA,TEVA PERU,PE
,THEFAR,THEFAR,THEFAR,THEFAR,PE
,TOBAL,TOBAL,TOBAL,,PE
,TULIPANESA,TULIPANESA,TULIPANESA,,PE
,UNIMED,UNIMED,UNIMED,UNIMED,PE
,UNITED BIOTECH,UNITED BIOTECH,UNITED BIOTECH,,PE
,GRUPO ALBIS,URIAGE,URIAGE,URIAGE,PE
,GRUPO ALBIS,VALEANT,VALEANT,VALEANT,PE
,VANOCI,VANOCI,VANOCI,VANOCI,PE
,VICTUS,VICTUS,VICTUS,,PE
,VITAFARMA,VITAFARMA,VITAFARMA,VITA PHARMA,PE
,VITALIS,VITALIS,VITALIS,,PE
,ACHE,ACHE,,ACHE,PE
,AFARMACH,AFARMACH,,AFARMACH,PE
,AG FARMA,AG FARMA,,AG FARMA,PE
,AGRIPINO,AGRIPINO,,AGRIPINO,PE
,AGROFARMA,AGROFARMA,,AGROFARMA,PE
,ALIFARMA,ALIFARMA,,ALIFARMA,PE
,ALLERGAN,ALLERGAN,,ALLERGAN,PE
,ALM,ALM,,ALM,PE
,ALPHANOVA SANTE,ALPHANOVA SANTE,,ALPHANOVA SANTE,PE
,AMBEL,AMBEL,,AMBEL,PE
,AMINOLOCK,AMINOLOCK,,AMINOLOCK,PE
,ARION MASON,ARION MASON,,ARION MASON,PE
,ASG MEDICAL,ASG MEDICAL,,ASG MEDICAL,PE
,ASTELLAS,ASTELLAS,,ASTELLAS,PE
,ATTRELO,ATTRELO,,ATTRELO,PE
,AURIGA,AURIGA,,AURIGA,PE
,AVSA FARMACEUTICA,AVSA FARMACEUTICA,,AVSA FARMACEUTICA,PE
,BASSA,BASSA,,BASSA,PE
,BELOFARM,BELOFARM,,BELOFARM,PE
,BERINVEST,BERINVEST,,BERINVEST,PE
,BETA PHARMA,BETA PHARMA,,BETA PHARMA,PE
,BIOL,BIOL,,BIOL,PE
,BIOMONT MEDICA S,BIOMONT MEDICA S,,BIOMONT MEDICA S,PE
,BIOPLIX,BIOPLIX,,BIOPLIX,PE
,BOLIVAR FARMA,BOLIVAR FARMA,,BOLIVAR FARMA,PE
,BRATOM,BRATOM,,BRATOM,PE
,BRITANIA,BRITANIA,,BRITANIA,PE
,CALANIT,CALANIT,,CALANIT,PE
,CARDIO PERF,CARDIO PERF,,CARDIO PERF,PE
,CARLO ERBA,CARLO ERBA,,CARLO ERBA,PE
,CARNOT,CARNOT,,CARNOT,PE
,CECI FARMA,CECI FARMA,,CECI FARMA,PE
,CELL SKIN,CELL SKIN,,CELL SKIN,PE
,CHALVER,CHALVER,,CHALVER,PE
,CHEMIDROG,CHEMIDROG,,CHEMIDROG,PE
,CINETIC,CINETIC,,CINETIC,PE
,COFANA,COFANA,,COFANA,PE
,CONCEPT PHARMA,CONCEPT PHARMA,,CONCEPT PHARMA,PE
,CONTINENTAL,CONTINENTAL,,CONTINENTAL,PE
,CONTRERAS,CONTRERAS,,CONTRERAS,PE
,CORINSER,CORINSER,,CORINSER,PE
,CORP.EMPR.LEON,CORP.EMPR.LEON,,CORP.EMPR.LEON,PE
,CPHARMA,CPHARMA,,CPHARMA,PE
,CUMLAUDE LAB.,CUMLAUDE LAB.,,CUMLAUDE LAB.,PE
,DAGGET Y RAMSDELL,DAGGET Y RAMSDELL,,DAGGET Y RAMSDELL,PE
,D'AMILPHARM,D'AMILPHARM,,D'AMILPHARM,PE
,DDLA,DDLA,,DDLA,PE
,DEL PINO,DEL PINO,,DEL PINO,PE
,DERMA 3,DERMA 3,,DERMA 3,PE
,DERMACARE,DERMACARE,,DERMACARE,PE
,DIMEPHARMA,DIMEPHARMA,,DIMEPHARMA,PE
,DM CORPORACION,DM CORPORACION,,DM CORPORACION,PE
,DR. REDDYS,DR. REDDYS,,DR. REDDYS,PE
,DR.ZAIDMAN,DR.ZAIDMAN,,DR.ZAIDMAN,PE
,DREXIM,DREXIM,,DREXIM,PE
,DROG. PACIFICO,DROG. PACIFICO,,DROG. PACIFICO,PE
,DROG.B.M.C,DROG.B.M.C,,DROG.B.M.C,PE
,DROG.BIOMEDIC,DROG.BIOMEDIC,,DROG.BIOMEDIC,PE
,DROG.DICAR,DROG.DICAR,,DROG.DICAR,PE
,DROG.FARBO,DROG.FARBO,,DROG.FARBO,PE
,DROG.FARMA.ASOC.,DROG.FARMA.ASOC.,,DROG.FARMA.ASOC.,PE
,DROG.INFARVAL,DROG.INFARVAL,,DROG.INFARVAL,PE
,DROG.KFARMA,DROG.KFARMA,,DROG.KFARMA,PE
,DROG.LAS AMERICAS,DROG.LAS AMERICAS,,DROG.LAS AMERICAS,PE
,DROG.SAGITARIO,DROG.SAGITARIO,,DROG.SAGITARIO,PE
,DROGUERIA FARMOR,DROGUERIA FARMOR,,DROGUERIA FARMOR,PE
,DRONNVELS,DRONNVELS,,DRONNVELS,PE
,E&L FARMA,E&L FARMA,,E&L FARMA,PE
,ECKERD,ECKERD,,ECKERD,PE
,ESPHARM,ESPHARM,,ESPHARM,PE
,FABIOMEDIC,FABIOMEDIC,,FABIOMEDIC,PE
,FAMYCARE,FAMYCARE,,FAMYCARE,PE
,FARBIOMEDIC,FARBIOMEDIC,,FARBIOMEDIC,PE
,FARMA DEL JMS,FARMA DEL JMS,,FARMA DEL JMS,PE
,FARMAC.AMERICA,FARMAC.AMERICA,,FARMAC.AMERICA,PE
,FARMAC.LATINA,FARMAC.LATINA,,FARMAC.LATINA,PE
,FARMAC.OTARVASQ,FARMAC.OTARVASQ,,FARMAC.OTARVASQ,PE
,FARMACEUTICA,FARMACEUTICA,,FARMACEUTICA,PE
,FARMACHIF,FARMACHIF,,FARMACHIF,PE
,FARMAGE,FARMAGE,,FARMAGE,PE
,FARMAVAL,FARMAVAL,,FARMAVAL,PE
,FARMINDUSTRIA VRS,FARMINDUSTRIA VRS,,FARMINDUSTRIA VRS,PE
,FARMINTER,FARMINTER,,FARMINTER,PE
,FARMUR,FARMUR,,FARMUR,PE
,FARPASAC,FARPASAC,,FARPASAC,PE
,FERMEDIC,FERMEDIC,,FERMEDIC,PE
,FIOLAB,FIOLAB,,FIOLAB,PE
,FOREVER LIVING,FOREVER LIVING,,FOREVER LIVING,PE
,FRANCELIA,FRANCELIA,,FRANCELIA,PE
,FUXION,FUXION,,FUXION,PE
,G&R,G&R,,G&R,PE
,GIANFARMA,GIANFARMA,,GIANFARMA,PE
,GILBERT,GILBERT,,GILBERT,PE
,GLORIA,GLORIA,,GLORIA,PE
,GMBH,GMBH,,GMBH,PE
,GP PHARM,GP PHARM,,GP PHARM,PE
,GRUPO FEXCOL,GRUPO FEXCOL,,GRUPO FEXCOL,PE
,GUTIS,GUTIS,,GUTIS,PE
,HANAI,HANAI,,HANAI,PE
,HAUS HOFFEN,HAUS HOFFEN,,HAUS HOFFEN,PE
,HISAMITSU,HISAMITSU,,HISAMITSU,PE
,HUMANY CARE,HUMANY CARE,,HUMANY CARE,PE
,INDAURA,INDAURA,,INDAURA,PE
,INNOPHAR,INNOPHAR,,INNOPHAR,PE
,INNOVALAB PERU,INNOVALAB PERU,,INNOVALAB PERU,PE
,INST.GANASSINI,INST.GANASSINI,,INST.GANASSINI,PE
,INSTRUMEDICAL SER,INSTRUMEDICAL SER,,INSTRUMEDICAL SER,PE
,IPOH,IPOH,,IPOH,PE
,ISIS PHARMA,ISIS PHARMA,,ISIS PHARMA,PE
,ISSEMI,ISSEMI,,ISSEMI,PE
,ITF FARMACEUTICA,ITF FARMACEUTICA,,ITF FARMACEUTICA,PE
,IVAX,IVAX,,IVAX,PE
,J.H.R.LAB,J.H.R.LAB,,J.H.R.LAB,PE
,J.M ESPEC.FARMACE,J.M ESPEC.FARMACE,,J.M ESPEC.FARMACE,PE
,JOMA,JOMA,,JOMA,PE
,JR.PHARM,JR.PHARM,,JR.PHARM,PE
,JULPHARMA,JULPHARMA,,JULPHARMA,PE
,KIMBERLY CLARK,KIMBERLY CLARK,,KIMBERLY CLARK,PE
,KRONNEN LAB,KRONNEN LAB,,KRONNEN LAB,PE
,LA VICTORIA,LA VICTORIA,,LA VICTORIA,PE
,LA VIDA BELLA INT,LA VIDA BELLA INT,,LA VIDA BELLA INT,PE
,LABEX CORP.,LABEX CORP.,,LABEX CORP.,PE
,LABOMED,LABOMED,,LABOMED,PE
,LAFRANCOL,LAFRANCOL,,LAFRANCOL,PE
,LANSIER,LANSIER,,LANSIER,PE
,LAPHAL,LAPHAL,,LAPHAL,PE
,LCG,LCG,,LCG,PE
,LDA,LDA,,LDA,PE
,LETI,LETI,,LETI,PE
,LIBRA,LIBRA,,LIBRA,PE
,LOS ANDES,LOS ANDES,,LOS ANDES,PE
,MACLEODS PHARM,MACLEODS PHARM,,MACLEODS PHARM,PE
,MALDONADO,MALDONADO,,MALDONADO,PE
,MARFAN,MARFAN,,MARFAN,PE
,MARVIC TRADING,MARVIC TRADING,,MARVIC TRADING,PE
,MASTER FARMA,MASTER FARMA,,MASTER FARMA,PE
,MC GLOBE,MC GLOBE,,MC GLOBE,PE
,MEAD JOHNSON,MEAD JOHNSON,,MEAD JOHNSON,PE
,MEDI ESTHETICS,MEDI ESTHETICS,,MEDI ESTHETICS,PE
,MEDICAL PERU,MEDICAL PERU,,MEDICAL PERU,PE
,MEDIK8,MEDIK8,,MEDIK8,PE
,MEDILINE,MEDILINE,,MEDILINE,PE
,MEGA,MEGA,,MEGA,PE
,MEPHA,MEPHA,,MEPHA,PE
,MERCK,MERCK,,MERCK,PE
,MKS UNIDOS,MKS UNIDOS,,MKS UNIDOS,PE
,MUNDIPHARMA,MUNDIPHARMA,,MUNDIPHARMA,PE
,NATUR-GENER,NATUR-GENER,,NATUR-GENER,PE
,NATURMEDIZIN,NATURMEDIZIN,,NATURMEDIZIN,PE
,NOVAPHARM,NOVAPHARM,,NOVAPHARM,PE
,NOVARTIS I&B,NOVARTIS I&B,,NOVARTIS I&B,PE
,NOVO NORDISK,NOVO NORDISK,,NOVO NORDISK,PE
,NUTRACEUTICAL,NUTRACEUTICAL,,NUTRACEUTICAL,PE
,NUTRAMARKET,NUTRAMARKET,,NUTRAMARKET,PE
,NUTRI FORCE,NUTRI FORCE,,NUTRI FORCE,PE
,OBAGI,OBAGI,,OBAGI,PE
,OKASA,OKASA,,OKASA,PE
,OLI MED,OLI MED,,OLI MED,PE
,OM PHARMA,OM PHARMA,,OM PHARMA,PE
,OMDICA,OMDICA,,OMDICA,PE
,OSN FARMACEUTICA,OSN FARMACEUTICA,,OSN FARMACEUTICA,PE
,PALMAGYAR,PALMAGYAR,,PALMAGYAR,PE
,PANALAB,PANALAB,,PANALAB,PE
,PEIKARD,PEIKARD,,PEIKARD,PE
,PERSONAL PRODUC,PERSONAL PRODUC,,PERSONAL PRODUC,PE
,PERUMED,PERUMED,,PERUMED,PE
,PHARMA PERU,PHARMA PERU,,PHARMA PERU,PE
,PHARMA SOLUTIONS,PHARMA SOLUTIONS,,PHARMA SOLUTIONS,PE
,PHARMA-C,PHARMA-C,,PHARMA-C,PE
,PHARMACHECK,PHARMACHECK,,PHARMACHECK,PE
,PHARMACHEMIE,PHARMACHEMIE,,PHARMACHEMIE,PE
,PHARMACHIF,PHARMACHIF,,PHARMACHIF,PE
,PHARMACOSMOS,PHARMACOSMOS,,PHARMACOSMOS,PE
,PHARVET,PHARVET,,PHARVET,PE
,PLAMECA,PLAMECA,,PLAMECA,PE
,PLANTE SYSTEM,PLANTE SYSTEM,,PLANTE SYSTEM,PE
,PORTUGAL CONSUMO,PORTUGAL CONSUMO,,PORTUGAL CONSUMO,PE
,PRAFLOVID MEDICAM,PRAFLOVID MEDICAM,,PRAFLOVID MEDICAM,PE
,PRAFROLAB,PRAFROLAB,,PRAFROLAB,PE
,PRAGMA PHARMACEUT,PRAGMA PHARMACEUT,,PRAGMA PHARMACEUT,PE
,PRISMA,PRISMA,,PRISMA,PE
,PROFARMA,PROFARMA,,PROFARMA,PE
,PROMETISA,PROMETISA,,PROMETISA,PE
,PROPIEL,PROPIEL,,PROPIEL,PE
,PROTELD,PROTELD,,PROTELD,PE
,PUERTO RICO,PUERTO RICO,,PUERTO RICO,PE
,QUALITY PHARMA,QUALITY PHARMA,,QUALITY PHARMA,PE
,QUIARSA,QUIARSA,,QUIARSA,PE
,QUIMICA SUIZA,QUIMICA SUIZA,,QUIMICA SUIZA,PE
,QUIMSAFARM,QUIMSAFARM,,QUIMSAFARM,PE
,REP.DERMATOL,REP.DERMATOL,,REP.DERMATOL,PE
,REP.SEGURA,REP.SEGURA,,REP.SEGURA,PE
,REPMEDICAS,REPMEDICAS,,REPMEDICAS,PE
,REXAL,REXAL,,REXAL,PE
,RHOVIC,RHOVIC,,RHOVIC,PE
,RODMAN,RODMAN,,RODMAN,PE
,ROEL GRACE,ROEL GRACE,,ROEL GRACE,PE
,ROKER,ROKER,,ROKER,PE
,RONELD GRACE,RONELD GRACE,,RONELD GRACE,PE
,ROSS,ROSS,,ROSS,PE
,ROVIAL,ROVIAL,,ROVIAL,PE
,ROWA PHARMA,ROWA PHARMA,,ROWA PHARMA,PE
,RUCEF,RUCEF,,RUCEF,PE
,SAI,SAI,,SAI,PE
,SCHEIN,SCHEIN,,SCHEIN,PE
,SCHERING PLOUGH,SCHERING PLOUGH,,SCHERING PLOUGH,PE
,SEBAMED,SEBAMED,,SEBAMED,PE
,SETAG,SETAG,,SETAG,PE
,SEVEN PHARMA,SEVEN PHARMA,,SEVEN PHARMA,PE
,SHADAI GRUP,SHADAI GRUP,,SHADAI GRUP,PE
,SIFI,SIFI,,SIFI,PE
,SIT,SIT,,SIT,PE
,SKIN CEUTICALS,SKIN CEUTICALS,,SKIN CEUTICALS,PE
,SKIN MASTER,SKIN MASTER,,SKIN MASTER,PE
,SOLAR SUNCARE,SOLAR SUNCARE,,SOLAR SUNCARE,PE
,SOLCO,SOLCO,,SOLCO,PE
,SOLVAY,SOLVAY,,SOLVAY,PE
,SUNDOWN,SUNDOWN,,SUNDOWN,PE
,SZAMA,SZAMA,,SZAMA,PE
,TECEFARMA,TECEFARMA,,TECEFARMA,PE
,TECNOSKIN,TECNOSKIN,,TECNOSKIN,PE
,TEMIS LOSTALO,TEMIS LOSTALO,,TEMIS LOSTALO,PE
,THERASKIN,THERASKIN,,THERASKIN,PE
,TINMAR MEDIC,TINMAR MEDIC,,TINMAR MEDIC,PE
,TORRES PHARMA,TORRES PHARMA,,TORRES PHARMA,PE
,TRADE PLUS,TRADE PLUS,,TRADE PLUS,PE
,UNICARE,UNICARE,,UNICARE,PE
,UNICHEM,UNICHEM,,UNICHEM,PE
,UNIDOS,UNIDOS,,UNIDOS,PE
,UNIFARM,UNIFARM,,UNIFARM,PE
,UNIPHARM,UNIPHARM,,UNIPHARM,PE
,UPHA,UPHA,,UPHA,PE
,URO PHARMA,URO PHARMA,,URO PHARMA,PE
,VAG PHARMA,VAG PHARMA,,VAG PHARMA,PE
,VARIOS,VARIOS,,VARIOS,PE
,VICHY,VICHY,,VICHY,PE
,VIFARMA,VIFARMA,,VIFARMA,PE
,VITABIOTICS,VITABIOTICS,,VITABIOTICS,PE
,VITACO HEALTH,VITACO HEALTH,,VITACO HEALTH,PE
,VIVISCAL,VIVISCAL,,VIVISCAL,PE
,VYSER,VYSER,,VYSER,PE
,WELFARK,WELFARK,,WELFARK,PE
,WEXFORD,WEXFORD,,WEXFORD,PE
,WILFAR,WILFAR,,WILFAR,PE
,WOCKHARDT,WOCKHARDT,,WOCKHARDT,PE
,YOBEL,YOBEL,,YOBEL,PE
,ZAPATA,ZAPATA,,ZAPATA,PE
,ZENNIT FARMA,ZENNIT FARMA,,ZENNIT FARMA,PE
